title,url,page_views
Kanye West: Obama Has Trouble Because He Isn't As Well Connected As Jews,http://talkingpointsmemo.com/livewire/kanye-west-obama-has-trouble-because-he-isn-t-as-well-connected-as-jews,9398
Dem TX District Attorney Candidate: Domestic Violence Is 'So Overrated',http://talkingpointsmemo.com/livewire/lloyd-oliver-domestic-violence-overrated,1916
Florida Tea Party Leader Bashes Gay GOP Group,http://talkingpointsmemo.com/livewire/florida-tea-party-leader-bashes-gay-gop-group,4159
Progressive Group Comes Out Against New Proposed Rules For Dark Money,http://talkingpointsmemo.com/livewire/em-progressive-em-group-comes-out-against-new-proposed-rules-for-dark-money,681
Obamas Visit Immigration Activists Fasting On The National Mall,http://talkingpointsmemo.com/livewire/obamas-visit-immigration-activists-fasting-on-the-national-mall,1021
Mitt Romney's Son Claims He Rescued Four People After Car Crash,http://talkingpointsmemo.com/livewire/mitt-romney-s-son-claims-he-rescued-four-people-after-car-crashed-into-home,8610
Santorum: Obamacare Still 'Disastrous',http://talkingpointsmemo.com/livewire/santorum-obamacare-still-disastrous,29
Former KKK Leader And His Mother Indicted After Alabama Cross Burning,http://talkingpointsmemo.com/livewire/former-kkk-leader-and-his-mother-indicted-after-alabama-cross-burning,6455
McConnell: Senate Conservatives Fund Gives Conservatism 'A Bad Name',http://talkingpointsmemo.com/livewire/mcconnell-senate-conservatives-fund-gives-conservatism-a-bad-name,3246
Herring's Campaign Manager: Gun Control Helped Candidate Win Virginia AG's Race,http://talkingpointsmemo.com/livewire/herring-s-campaign-manager-gun-control-helped-candidate-win-virginia-ag-s-race,31
GOP Rep.: Democrats Are Moving Further Left On Health Care,http://talkingpointsmemo.com/livewire/gop-rep-democrats-are-moving-further-left-on-health-care,1316
"Peter Kaplan, Legendary New York Observer Editor, Dies At 59",http://talkingpointsmemo.com/livewire/peter-kaplan-legendary-new-york-observer-editor-dies-at-59,1106
Obama 'Signs Up' For Obamacare,http://talkingpointsmemo.com/livewire/obama-signs-up-for-obamacare,502
Scott Walker Isn't Taking Questions About Secret Email Club,http://talkingpointsmemo.com/livewire/scott-walker-no-media-availability,383
Administration: We Have Met Our Goals For Fixing HealthCare.gov,http://talkingpointsmemo.com/livewire/administration-we-have-met-our-goals-for-fixing-healthcare-gov,686
Menendez: We Need More Iran Sanctions Ready In Case Deal Fails,http://talkingpointsmemo.com/livewire/menendez-we-need-more-iran-sanctions-ready-in-case-deal-fails,28
5-Year-Old Accidentally Shoots Himself With Handgun,http://talkingpointsmemo.com/livewire/5-year-old-accidentally-shoots-himself-with-handgun,304
Feinstein And Rogers: Terrorist Threat Level Is Higher,http://talkingpointsmemo.com/livewire/feinstein-and-rogers-terrorist-threat-level-is-higher,133
Democratic Senators Plan All Night Talk-A-Thon On Climate Change,http://talkingpointsmemo.com/livewire/senate-democrats-climate-change,888
Scott Walker: GOP Needs An 'Optimistic Message' (VIDEO),http://talkingpointsmemo.com/livewire/scott-walker-gop-needs-an-optimistic-message-video,652
Croatian Group Suing Bob Dylan For Alleged Racism,http://talkingpointsmemo.com/livewire/croatian-group-suing-bob-dylan-for-alleged-racism,1123
Cardinal Dolan: 'I Thank God' For The Pope Francis Effect,http://talkingpointsmemo.com/livewire/cardinal-dolan-i-thank-god-for-the-pope-francis-effect,1395
Report: Gay Couples Sue Colorado For Marriage Rights,http://talkingpointsmemo.com/livewire/colorado-same-sex-marriage-lawsuit,98
Amazon Developing Drone Delivery Service (VIDEO),http://talkingpointsmemo.com/livewire/amazon-developing-drone-delivery-service-video,516
"Archdiocese Closes School Due To Lack Of Funds, Then Builds Palace For Bishop",http://talkingpointsmemo.com/livewire/newark-archbishop-john-myers-retirement-home,5209
Jimmy Kimmel Strikes Again With 'Sochi Wolf' Olympics Hoax (VIDEO),http://talkingpointsmemo.com/livewire/jimmy_kimmel_sochi_wolf_hoax,337
New Hampshire Ex-Senator To Challenge Sen. Shaheen,http://talkingpointsmemo.com/livewire/new-hampshire-ex-senator-to-challenge-sen-shaheen,149
RNC Tweets Tribute To Rosa Parks For 'Ending Racism',http://talkingpointsmemo.com/livewire/rnc-tweets-tribute-to-rosa-parks-for-ending-racism,1753
Authorities Close To Bringing Charges Against Three Freshmen In Ole Miss Noose Case,http://talkingpointsmemo.com/livewire/ole-miss-statue-james-meredith-three-freshmen-charges,709
Bill Maher Presses Maddow On Christie Coverage: 'It's Not Watergate' (VIDEO),http://talkingpointsmemo.com/livewire/bill_maher_rachel_maddow_christie_bridgegate_not_watergate,6540
Idaho Guv Appeared In 90's-Era Western That Was Later Edited Into Porn,http://talkingpointsmemo.com/livewire/idaho_guv_appeared_in_western_film_later_edited_into_porn,6071
Scott Walker Aide Forwarded A Totally Racist Email,http://talkingpointsmemo.com/livewire/walker-aide-racist-email,3788
Gates: Crimea Won't 'Slip Out Of Russia's Hands',http://talkingpointsmemo.com/livewire/gates-crimea-ukraine-russia,931
Same-Sex Couples Married In Hawaii Celebrate Group Wedding (PHOTOS),http://talkingpointsmemo.com/livewire/first-same-sex-couples-married-in-hawaii-celebrate-group-wedding-photos,69
YOLO: Louisiana Ex-Con Governor Runs For Congress,http://talkingpointsmemo.com/livewire/edwin-edwards-run-congress,1246
Roberts' Poll Numbers Sink After Report That He Doesn't Live In Kansas,http://talkingpointsmemo.com/livewire/pat-roberts-poll-job-approval-residence,3583
"Obamacare Fixed? 'Not On Your Life,' Says Top GOP Senator",http://talkingpointsmemo.com/livewire/obamacare-fixed-not-on-your-life-says-top-gop-senator,48
Bachmann: Obama Was Elected Because Of White Guilt,http://talkingpointsmemo.com/livewire/michele-bachmann-obama-white-guilt,2346
GOP Challenger Links NY Dem To Rob Ford,http://talkingpointsmemo.com/livewire/gop-challenger-tries-to-link-ny-dem-to-rob-ford,1048
Openly Gay Former Arizona Lawmaker Applauds SB 1062 Veto,http://talkingpointsmemo.com/livewire/jim_kolbe_applauds_arizona_antigay_bill_veto,8
Rand Paul To Tea Party: Disagree With Obama 'Without Calling Him Names',http://talkingpointsmemo.com/livewire/rand-paul-obama-calling-him-names,4173
"White House: 375,000 Visitors To HealthCare.gov After Relaunch",http://talkingpointsmemo.com/livewire/white-house-375-000-visitors-to-healthcare-gov-after-relaunch,129
Person With Gun Reported At Toledo High School,http://talkingpointsmemo.com/livewire/person-with-gun-reported-at-toledo-high-school,6
McConnell Won't Say Whether He Even Owns A Gun After CPAC Stunt,http://talkingpointsmemo.com/livewire/mitch-mcconnell-rifle-after-cpac,2353
Super-Human Energy Powers,http://talkingpointsmemo.com/livewire/thom-tillis-minimum-wage-dangerous-idea,36
Will Ferrell Co-Anchors North Dakota Newscast As Ron Burgundy (VIDEO),http://talkingpointsmemo.com/livewire/will-ferrell-co-anchors-north-dakota-newscast-as-ron-burgundy-video,2372
Erick Erickson On Obamacare: 'We Must Deny Them The Opportunity To Fix The Law Itself',http://talkingpointsmemo.com/livewire/erick-erickson-on-obamacare-we-must-deny-them-the-opportunity-to-fix-the-law-itself,1851
Appeals Court Upholds Law Banning Political Ads On Public Radio And TV,http://talkingpointsmemo.com/livewire/appeals-court-upheld-law-banning-political-ads-on-public-radio-and-tv,110
Tom Coburn Calls Gaps In DHS Cybersecurity 'Inexcusable',http://talkingpointsmemo.com/livewire/coburn-calls-gaps-in-dhs-cybersecurity-inexcusable,23
Obama Hosting Colombian President Today,http://talkingpointsmemo.com/livewire/obama-hosting-colombian-president-today,26
Congress Shirks Productivity As GOP Rages Against Obamacare,http://talkingpointsmemo.com/livewire/congress-shirks-productivity-as-gop-rages-against-obamacare,22
Report: Mayor Bloomberg Was Golfing In Bermuda During Train Crash,http://talkingpointsmemo.com/livewire/report-mayor-bloomberg-was-golfing-in-bermuda-during-train-accident,104
Paul Ryan Endorses Tea Partier In Nebraska Senate Race,http://talkingpointsmemo.com/livewire/paul-ryan-endorses-ben-sasse-in-nebraska-senate-race,30
SCOTUS Declines To Hear Liberty University's Obamacare Suit,http://talkingpointsmemo.com/livewire/scotus-declines-to-hear-liberty-university-s-obamacare-suit,884
NRSC Quietly Abandons Protest Of Vatican Embassy 'Closure',http://talkingpointsmemo.com/livewire/nrsc-quietly-abandons-protest-of-vatican-embassy-closure,1661
Rubio To Give 'Major Speech' In London,http://talkingpointsmemo.com/livewire/rubio-to-give-major-speech-in-london,52
Obama To Deliver Statement On Affordable Care Act,http://talkingpointsmemo.com/livewire/obama-to-deliver-statement-on-affordable-care-act,6
"Gingrich Compares Radel To Anthony Weiner: 'People Will Forgive You Once,' Not Twice",http://talkingpointsmemo.com/livewire/gingrich-compares-radel-to-anthony-weiner-people-will-forgive-you-once-not-twice,1051
Consumer Financial Protection Bureau Increasing Student Loan Oversight,http://talkingpointsmemo.com/livewire/cfpb-increasing-student-loan-oversight,37
Notre Dame Re-Filing Lawsuit Against Contraception Mandate,http://talkingpointsmemo.com/livewire/notre-dame-re-filing-contraception-mandate-lawsuit,862
Wal-Mart Considering Support Of Federal Minimum Wage Hike,http://talkingpointsmemo.com/livewire/wal-mart-considering-support-of-federal-minimum-wage-hike,789
Limbaugh Accuses Pope Francis Of 'Pure Marxism',http://talkingpointsmemo.com/livewire/limbaugh-calls-pope-francis-mission-statement-pure-marxism,6442
Christie Denies He Backpedaled On NJ DREAM Act,http://talkingpointsmemo.com/livewire/christie-denies-he-backpedaled-on-nj-dream-act,6
Chris Matthews To Interview Obama Thursday,http://talkingpointsmemo.com/livewire/chris-matthews-to-interview-obama-thursday,448
Conservative Georgia Newspaper Praises Senate Dem Candidate Michelle Nunn,http://talkingpointsmemo.com/livewire/conservative-georgia-newspaper-praises-michelle-nunn,126
Pope Francis Tells Faithful He Worked As A Nightclub Bouncer,http://talkingpointsmemo.com/livewire/pope-francis-tells-faithful-he-worked-as-a-nightclub-bouncer,3658
Boehner: 'We'll See' About Offering An Obamacare Alternative,http://talkingpointsmemo.com/livewire/boehner-we-ll-see-about-offering-an-obamacare-alternative,157
SCOTUS Declines To Review Online Sales Tax Case,http://talkingpointsmemo.com/livewire/scotus-declined-to-review-online-sales-tax-case,36
WATCH LIVE: Obama Delivers Remarks At World AIDS Day Event,http://talkingpointsmemo.com/livewire/watch-live-obama-delivers-remarks-at-world-aids-day-event,10
Colorado Lawmaker Leaves Loaded Gun Behind In Capitol,http://talkingpointsmemo.com/livewire/colorado_lawmaker_leaves_loaded_gun_capitol,108
Bill O'Reilly Warns 'War On Christmas' Is Upon Us (VIDEO),http://talkingpointsmemo.com/livewire/bill-o-reilly-warns-war-on-christmas-is-upon-us-video,401
Netanyahu Gives Pope A Book About Spanish Inquisition,http://talkingpointsmemo.com/livewire/netanyahu-gives-pope-francis-book-about-spanish-inquisition,2242
Ex-Rep. Rick Renzi Asks To Remain Free On Bail During Appeal,http://talkingpointsmemo.com/livewire/ex-rep-rick-renzi-asks-to-remain-free-on-bail-during-appeal,30
Top Senate Republican: Obama Administration 'Has Taken Lying To A New Level',http://talkingpointsmemo.com/livewire/top-senate-republican-obama-administration-has-taken-lying-to-a-new-level,73
State Witness Against Gay Adoption: Homosexuals Are Going To Hell,http://talkingpointsmemo.com/livewire/michigan-state-witness-gays-going-to-hell,1881
Cruz Swears He Didn't Want To Throw GOPers Under The Bus For Debt Limit Vote (VIDEO),http://talkingpointsmemo.com/livewire/ted_cruz_debt_limit_hike_transparency,31
NTSB: Derailed Metro-North Train Entered 30 MPH Curve At 82 MPH,http://talkingpointsmemo.com/livewire/ntsb-derailed-metro-north-train-entered-30-mph-curve-at-82-mph,695
Administration Won't Quantify HealthCare.gov's Back-End Problems,http://talkingpointsmemo.com/livewire/obamacare-back-end-problems-834s,213
Poll: Young People Least Familiar WIth Obamacare,http://talkingpointsmemo.com/livewire/poll-young-people-least-familiar-with-obamacare,9
Reports: Derailed Metro-North Train Engineer Told Police He May Have Zoned Out,http://talkingpointsmemo.com/livewire/reports-investigators-say-metro-north-train-engineer-may-have-zoned-out-before-crash,18
Ex-Sen. Scott Brown References New Hampshire In Obamacare Op-ed,http://talkingpointsmemo.com/livewire/ex-sen-scott-brown-namechecks-new-hampshire-in-op-ed-bashing-obamacare,99
GOP Rep. Compares Iran Deal To Appeasement Of Nazi Germany,http://talkingpointsmemo.com/livewire/gop-rep-compares-iran-deal-to-appeasement-of-nazi-germany,279
Report: NSA Monitors Cellphone Locations Worldwide,http://talkingpointsmemo.com/livewire/report-nsa-monitors-cellphone-locations-worldwide,120
Bloomberg To Campaign For Schatz In Hawaii,http://talkingpointsmemo.com/livewire/bloomberg-to-campaign-for-schatz-in-hawaii,18
Incumbent GOP Mississippi Senator Has Yet To Announce Re-Election Plans,http://talkingpointsmemo.com/livewire/unclear-when-sen-cochran-will-announce-reelection-plans,166
Arkansas Senate GOP Campaign Defends Pryor After 'Offensive' NRSC Email,http://talkingpointsmemo.com/livewire/arkansas-senate-gop-campaign-defends-pryor-after-offensive-nrsc-email,2569
Jon Stewart 'Actually Starting To Feel Bad For Rick Santorum' (VIDEO),http://talkingpointsmemo.com/livewire/jon-stewart-actually-starting-to-feel-bad-for-rick-santorum,3476
'A Nation's Healer Is Dead': U.S. Newspapers React To Mandela's Passing (PHOTOS),http://talkingpointsmemo.com/livewire/a-nation-s-healer-is-dead-america-s-newspapers-react-to-mandela-s-passing-photos,78
"Rhode Island Guv Bows To Criticism, Will Call It A 'Christmas Tree'",http://talkingpointsmemo.com/livewire/rhode-island-guv-bows-to-criticism-will-call-it-a-christmas-tree,28
Chuck Schumer Tries To Take A Shot At Rob Ford,http://talkingpointsmemo.com/livewire/chuck-schumer-takes-a-shot-at-rob-ford,34
Boehner Hires Rebecca Tallent As Immigration Policy Aide,http://talkingpointsmemo.com/livewire/boehner-hires-rebecca-tallent-as-immigration-policy-aide,1623
White House Urges Ukrainian President To Withdraw Forces From Kiev,http://talkingpointsmemo.com/livewire/white_house_urges_yanukovych_withdraw_forces,27
Report: Obamacare To Cost 'Billions Of Dollars Less Than Originally Projected',http://talkingpointsmemo.com/livewire/report-obamacare-to-cost-billions-of-dollars-less-than-originally-projected,1074
"Charlotte Newspaper: McCrory Was 'Thin-Skinned,' 'Petty' In Cook's Firing",http://talkingpointsmemo.com/livewire/charlotte-observer-pat-mccrory-drew-swope-fired-grocery-store-worker,985
California Has Already Topped Its Obamacare Enrollment Goals,http://talkingpointsmemo.com/livewire/california-obamacare-enrollment-target,78
Congressman Slams 'House Of Cards' For Being Mean To Long Island Wine,http://talkingpointsmemo.com/livewire/tim-bishop-house-of-cards-long-island-wine-piss,105
Woman Allegedly Killed For Not Being Mad Enough About Alabama Loss,http://talkingpointsmemo.com/livewire/woman-allegedly-killed-for-not-being-mad-enough-about-alabama-loss,1155
Report: Authorities 'Extremely Close' To Arrest In Ole Miss Noose Incident,http://talkingpointsmemo.com/livewire/ole-miss-james-meredith-statue-arrest-extremely-close,45
Schumer Recruited Elizabeth Warren After Scott Brown Allegedly Rejected Deal,http://talkingpointsmemo.com/livewire/schumer-recruited-elizabeth-warren-after-scott-brown-allegedly-rejected-deal,710
WATCH LIVE: Obama Begins New Push On Obamacare Enrollment,http://talkingpointsmemo.com/livewire/watch-live-obama-begins-new-push-on-obamacare-enrollment,11
Ben Carson Tells GOPers To Support Candidates They Didn't Back In Primaries,http://talkingpointsmemo.com/livewire/ben-carson-gop-primaries,1694
Port Authority Chairman Apologizes For GWB Lane Closures,http://talkingpointsmemo.com/livewire/david-samson-apology,91
Here's A Photo Of Darrell Issa Awkwardly Dancing,http://talkingpointsmemo.com/livewire/darrell-issa-dancing,37
CO Prison Chief Ready For Reform After A Night In Solitary Confinement,http://talkingpointsmemo.com/livewire/colorado-corrections-solitary-confinement,1900
The Dalai Lama Has Endorsed Gay Marriage,http://talkingpointsmemo.com/livewire/dalai-lama-gay-marriage,1141
Christie Headed To D.C. For RGA Events,http://talkingpointsmemo.com/livewire/christie-washington-rga,41
Bill Clinton Says He Doesn't Know If Hillary Will Run In 2016,http://talkingpointsmemo.com/livewire/bill-clinton-says-he-doesn-t-know-if-hillary-will-run-in-2016,176
Walker Aide Forwarded Email Of ACORN 'Nut' Obama,http://talkingpointsmemo.com/livewire/walker-obama-nut-acorn,216
CNN Gets Into Greg Abbott's Face After Tx. GOPer Palled Around With Ted Nugent (VIDEO),http://talkingpointsmemo.com/livewire/cnn-gets-into-greg-abbott-s-face-after-tx-goper-palled-around-with-ted-nugent,2559
Walker Aide Found Racist Email Comparing Welfare Recipients To Dogs 'Hilarious',http://talkingpointsmemo.com/livewire/scott_walker_aide_email_welfare_recipients_dogs,846
Report: Lionsgate May Produce Hillary Clinton Film,http://talkingpointsmemo.com/livewire/lionsgate-may-produce-hillary-clinton-film,9
Louisiana Wants Billboard Criticizing Jindal Over Obamacare Taken Down,http://talkingpointsmemo.com/livewire/louisiana-moveon-jindal-medicaid-expansion-billboard,5450
NY Lawmaker Reportedly Plagiarized From A High School Student's Essay,http://talkingpointsmemo.com/livewire/new-york-senator-plagiarized-student,1133
Rand Paul: Ted Nugent Should Apologize For 'Offensive' Obama Comments,http://talkingpointsmemo.com/livewire/rand_paul_ted_nugent_should_apologize,64
Poll: Tea Partiers More Likely Than Other GOPers To View Snowden Positively,http://talkingpointsmemo.com/livewire/poll-tea-partiers-more-likely-than-other-gopers-to-view-snowden-positively,27
Ex-Christie Staffer Who Got Subpoena Has New Job At Port Authority,http://talkingpointsmemo.com/edblog/unfit-for-high-office,120
Obama Defends Obamacare: 'This Law Is Working',http://talkingpointsmemo.com/livewire/obama-obamacare-is-working,234
"Oregon Teens Assault Classmate, Carve Swastika Into His Forehead",http://talkingpointsmemo.com/livewire/oregon_teenagers_kidnapping_swastika,669
Top Dem Won't Challenge Tea Party Rep. Who Wants To Impeach Obama,http://talkingpointsmemo.com/livewire/top-dem-prospect-won-t-challenge-rep-bentivolio,1728
Obama On Obamacare Outreach: 'I Need You To Spread The Word',http://talkingpointsmemo.com/livewire/obama-obamacare-i-need-you-to-spread-the-word,11
Dem Rep.: 'The Health Care Debate Is Over',http://talkingpointsmemo.com/livewire/dem-rep-the-health-care-debate-is-over,51
Charlie Crist's Campaign Manager Quits,http://talkingpointsmemo.com/livewire/charlie-crist-s-campaign-manager-hyers-quits,1529
Missouri State Rep. Resigns After Being Charged With Stealing Campaign Funds,http://talkingpointsmemo.com/livewire/missouri-state-rep-resigns-after-charged-with-theft-from-campaign-funds,24
Report: ALEC Has A Funding Problem After Trayvon Martin Saga,http://talkingpointsmemo.com/livewire/report-alec-has-a-funding-problem-after-trayvon-martin-saga,1826
CBO: Extending Unemployment Benefits Would Help Economy,http://talkingpointsmemo.com/livewire/cbo-extending-unemployment-benefits-would-help-economy,288
British Police Looking Into Terrorism Offenses By Guardian Staff Over Snowden Leaks,http://talkingpointsmemo.com/livewire/british-police-looking-into-terrorism-offenses-by-guardian-staff-over-snowden-leaks,48
Report: Almost Half Of Americans Experienced Long Lines At Polls In 2012,http://talkingpointsmemo.com/livewire/almost-half-of-americans-experienced-long-lines-at-polls-in-2012,186
Biden To Ford Executive: 'Thanks For Saving Our Ass',http://talkingpointsmemo.com/livewire/biden_thanks_ford_exec,282
Oklahoma GOP Rep.: Common Core Is Indoctrinating Kids With Socialism,http://talkingpointsmemo.com/livewire/jim-bridenstine-common-core-socialism,75
Woman Says Her 'Resign Christie' Signs Were Confiscated At Town Hall,http://talkingpointsmemo.com/livewire/woman_claims_resign_christie_signs_confiscated,517
The First Lady Did A Sketch With Jimmy Fallon And Will Ferrell In Drag (VIDEO),http://talkingpointsmemo.com/livewire/michelle-obama-will-ferrell-jimmy-fallon-drag-tonight-show,1600
Scott Walker Fired Campaign Staffer For Offensive Tweets About Hispanics,http://talkingpointsmemo.com/livewire/wi-gov-walker-fired-campaign-staffer-for-offensive-tweets-about-hispanics,727
GOP Rep.: Nuke Iran If War Is Necessary,http://talkingpointsmemo.com/livewire/gop-rep-nuke-iran-if-war-is-necessary,1395
Stephen Colbert Dubs Pope Francis The 'Batpope' (VIDEO),http://talkingpointsmemo.com/livewire/stephen-colbert-dubs-pope-francis-the-batpope-video,1042
Newsweek To Return To The Printing Press,http://talkingpointsmemo.com/livewire/newsweek-to-return-to-the-printing-press,10
Sen. Vitter Says He Might Run for Governor of Louisiana,http://talkingpointsmemo.com/livewire/sen-vitter-weighing-run-for-governor-will-decide-next-month,212
House Dems To Hit 60 Republicans On Obamacare,http://talkingpointsmemo.com/livewire/house-dems-hitting-60-republicans-on-obamacare,216
Virginia Attorney General Recount To Start On Dec. 16,http://talkingpointsmemo.com/livewire/dec-16-recount-date-set-for-virginia-attorney-general-race,28
Ex-White House Aide: 'It's Important' That Obama Fire Someone For Health Care Rollout,http://talkingpointsmemo.com/livewire/ex-white-house-aide-it-s-important-that-obama-fire-someone-for-health-care-rollout,16
RNC Spokesman: 'What Exactly Has The President Done For The Black Community?' (VIDEO),http://talkingpointsmemo.com/livewire/rnc-spokesman-what-exactly-has-the-president-done-for-the-black-community-video,594
Jon Stewart Joins The RNC In Celebrating The End Of Racism (VIDEO),http://talkingpointsmemo.com/livewire/jon-stewart-joins-the-rnc-in-celebrating-the-end-of-racism-video,293
GOP Senate Candidate Walks Back Seemingly Pro-Obamacare Comments,http://talkingpointsmemo.com/livewire/thom-tillis-walks-back-obamacare-comment,36
Obama: Americans Deserve A Vote On Minimum Wage (VIDEO),http://talkingpointsmemo.com/livewire/obama_hardworking_americans_deserve_higher_minimum_wage,95
Rand Paul Wins 2014 CPAC Presidential Straw Poll,http://talkingpointsmemo.com/livewire/rand-paul-wins-2014-cpac-straw-poll,1865
'Cowboy PAC' To Raise Liz Cheney's Profile For Senate Race,http://talkingpointsmemo.com/livewire/cowboy-pac-to-raise-liz-cheney-s-profile-for-senate-race,25
GOP Rep.: It Is In The Middle Eastern Culture To Lie (VIDEO),http://talkingpointsmemo.com/livewire/gop-rep-it-is-in-the-middle-eastern-culture-to-lie-video,2845
Wellesley College Sleepwalker Statue Will Continue Creeping Students Out Till Spring,http://talkingpointsmemo.com/livewire/wellesley-college-creepy-sleepwalker-statue-will-continue-creeping-students,465
Steve King: I Was Right To Compare DREAMers To Drug Mules,http://talkingpointsmemo.com/livewire/steve-king-right-compare-dreamers-drug-mules,1521
Chicago Politician Just Out Of Prison Running To Replace Politician Heading There,http://talkingpointsmemo.com/livewire/chicago-politician-just-out-of-prison-running-to-replace-politician-heading-there,60
"Elizabeth Warren Promises To Serve Out Her Term, Not Run For Prez",http://talkingpointsmemo.com/livewire/elizabeth-warren-promises-to-serve-out-her-term-not-run-for-prez,298
CPACer On Women's Issues Panel: No Stupid Comments This Time Please,http://talkingpointsmemo.com/livewire/cpac-no-stupid-comments-this-cycle,6918
"Columnist: Christie's Weight, Like Obama's Race, Will Help Him Win Votes",http://talkingpointsmemo.com/livewire/columnist-christie-s-weight-like-obama-s-race-will-help-him-win-votes,38
Top Dem Could Face Primary Challenger In Wisconsin Gov. Race,http://talkingpointsmemo.com/livewire/democrat-mary-burke-could-face-primary-challenger-in-wisconsin-gov-race,9
Court Rules Ex-KKK Leader David Duke Should Be Expelled From Italy,http://talkingpointsmemo.com/livewire/local-court-rules-david-duke-should-be-expelled-from-italy,161
"McCain, Flake Applaud Boehner's New Immigration Aide",http://talkingpointsmemo.com/livewire/mccain-flake-applaud-boehner-s-new-immigration-aide,4
Reid Predicts Boehner Will 'Cave' On Immigration,http://talkingpointsmemo.com/livewire/reid-predicts-boehner-will-cave-on-immigration,53
Election Ad: Sen. Pryor Says He Follows Bible More Than Political Parties,http://talkingpointsmemo.com/livewire/sen-pryor-in-new-ad-says-i-m-not-ashamed-to-say-i-believe-in-god,66
People Sing 'Dixie' At Florida Hearing For Union Monument,http://talkingpointsmemo.com/livewire/people-sing-dixie-at-florida-hearing-for-union-monument,594
California Republicans Defend Anti-Obamacare Website,http://talkingpointsmemo.com/livewire/california-republicans-defend-anti-obamacare-website,67
Rob Ford To Talk Sports Weekly On DC Radio Show,http://talkingpointsmemo.com/livewire/rob-ford-to-talk-sports-weekly-on-dc-radio-show,6
Texas Proposes Restrictive Rules For Health Care Navigators,http://talkingpointsmemo.com/livewire/texas-proposes-restrictive-rules-for-health-care-navigators,127
Sen. Warren To Banks: Disclose Donations To Think Tanks,http://talkingpointsmemo.com/livewire/sen-warren-to-banks-disclose-donations-to-think-tanks,181
Obamacare Enrollment Up Sharply After HealthCare.gov Fix,http://talkingpointsmemo.com/livewire/obamacare-enrollment-29000-december,2028
Obama: No 'Solid Evidence' Higher Minimum Wage Costs Jobs,http://talkingpointsmemo.com/livewire/obama-no-solid-evidence-higher-minimum-wage-costs-jobs,55
"Boehner: Obama, Senate To Blame For Least Productive Congress In History",http://talkingpointsmemo.com/livewire/boehner-obama-senate-to-blame-for-least-productive-congress-in-history,33
Obama Cites Pope Francis' Views On Inequality In Economic Address,http://talkingpointsmemo.com/livewire/obama-cites-pope-francis-views-on-inequality-in-economic-address,590
Daschle On Filibuster Reform: 'The Time Has Come',http://talkingpointsmemo.com/livewire/daschle-on-filibuster-reform-the-time-has-come,19
Progressive Change Campaign Committee Calls For Dem Rep. To Cut Ties To Third Way,http://talkingpointsmemo.com/livewire/progressive-change-campaign-committee-calls-for-dem-rep-to-cut-ties-to-third-way,176
Louisiana Nat'l Guard Strikes Deal To Process Benefits For Gay Couples,http://talkingpointsmemo.com/livewire/louisiana-nat-l-guard-strikes-deal-to-process-benefits-for-gay-couples,23
Matt Taibbi Leaving Rolling Stone To Team Up With Glenn Greenwald,http://talkingpointsmemo.com/livewire/matt-taibbi-glenn-greenwald-first-look-media,141
Clerics Issue Fatwa: Muslims Can't Live On Mars,http://talkingpointsmemo.com/livewire/muslims-living-on-mars-fatwa,18569
Martin Bashir Resigns From MSNBC Following Palin Comment,http://talkingpointsmemo.com/livewire/martin-bashir-resigns-from-msnbc-following-palin-comment,6851
Palin Closes CPAC With Nice Words For Ted Cruz,http://talkingpointsmemo.com/livewire/sarah-palin-ted-cruz-cpac,3707
McCain On Ukraine: Obama Is 'Most Naive President In History',http://talkingpointsmemo.com/livewire/mccain-ukraine-obama-naive,1670
Oregon Attorney General Won't Defend Gay Marriage Ban,http://talkingpointsmemo.com/livewire/oregon_attorney_general_wont_defend_gay_marriage_ban,103
Rob Ford Allegedly Offered 'Five Thousand And A Car' For Crack Video,http://talkingpointsmemo.com/livewire/rob-ford-allegedly-offered-five-thousand-and-a-car-for-crack-video,348
Third Way's Response To Sen. Warren: Banks Should Disclose Donations,http://talkingpointsmemo.com/livewire/third-way-s-response-to-sen-warren-banks-should-disclose-donors,211
FBI Searched Home Of Iowa GOPer Tied To Bachmann And Ron Paul,http://talkingpointsmemo.com/livewire/fbi-searched-home-of-iowa-goper-tied-to-bachmann-and-ron-paul,1359
Brooklyn Politician Blames 'Jewish Success' For 'Knock Out Game',http://talkingpointsmemo.com/livewire/brooklyn-politician-blames-jewish-success-for-knock-out-game,2333
Nelson Calls Florida Absentee Ballot Directive Voter Suppression,http://talkingpointsmemo.com/livewire/nelson-fl-absentee-ballot-directive-is-voter-suppression,142
McConnell Challenger: Gay Marriage Could Lead To Parent-Child Marriage,http://talkingpointsmemo.com/livewire/matt-bevin-warns-same-sex-marriage,4060
House Allows Members To Mail Official Holiday Greetings,http://talkingpointsmemo.com/livewire/house-allowing-reps-to-send-official-holiday-greetings,116
Report: HealthCare.gov Enrollment Continues To Accelerate,http://talkingpointsmemo.com/livewire/report-obamacare-enrollment-tuesday-dec-3,313
Maine Gov. LePage Sees Global Warming Benefits: 'Beginning Of A New Pipeline',http://talkingpointsmemo.com/livewire/maine-gov-lepage-sees-benefits-in-global-warming,102
Ted Cruz: 'Eventually' They'll Get Healthcare.gov Right,http://talkingpointsmemo.com/livewire/ted-cruz-eventually-they-ll-get-healthcare-gov-right,151
