title,url,page_views
Report: Obama Expected To Attend Mandela's Funeral In South Africa,http://talkingpointsmemo.com/livewire/report-obama-expected-to-attend-mandela-s-funeral-in-south-africa,468
George H.W. Bush Got Socks With His Face On Them From A Fan In Canada,http://talkingpointsmemo.com/livewire/president-george-h-w-bush-s-sock-portrait-was-made-in-canada,352
"President, First Lady To Celebrate End Of Hanukkah",http://talkingpointsmemo.com/livewire/president-first-lady-to-celebrate-end-of-hanukkah,4
Senate Conservatives Fund: Supporters Say Defund GOP Senate Campaign Arm,http://talkingpointsmemo.com/livewire/senate-conservatives-fund-supporters-say-target-alexander-graham-and-defund-nrsc,68
Ron Fournier: White House 'Propaganda Outfit' Selling Obamacare,http://talkingpointsmemo.com/livewire/ron-fournier-white-house-propaganda-outfit-selling-obamacare,2271
Landrieu: I Would Support Obamacare Again,http://talkingpointsmemo.com/livewire/landrieu-i-would-support-obamacare-again,55
Rob Ford Allegedly Lost His Cellphone At A Crack House,http://talkingpointsmemo.com/livewire/rob-ford-allegedly-lost-his-cellphone-at-crack-house,1270
The Washington Times Thinks Romney Has Been Redeemed By Detroit Bankruptcy,http://talkingpointsmemo.com/livewire/the-washington-times-thinks-romney-has-been-redeemed-by-detroit-bankruptcy,416
GOP Rep: 'I Wake Up Every Day Not Thinking About The Social Issues',http://talkingpointsmemo.com/livewire/gop-rep-i-wake-up-every-day-not-thinking-about-the-social-issues,51
"Donald Trump Mocks, Taunts 'Sleazebag' Martin Bashir (VIDEO)",http://talkingpointsmemo.com/livewire/donald-trump-reacts-to-martin-bashir-reignation-with-glee-video,42
"RNC Research Shop Already 'Focusing' On Hillary Clinton, Priebus Says",http://talkingpointsmemo.com/livewire/rnc-research-shop-already-focusing-on-hillary-clinton-priebus-says,29
Ga. Insurance Chief Compares People With Pre-Existing Conditions To Reckless Drivers,http://talkingpointsmemo.com/livewire/ga-insurance-chief-compares-people-with-pre-existing-conditions-to-reckless-drivers,338
DNC Targets Chris Christie As He Begins Term As Chairman Of Republican Governors Association,http://talkingpointsmemo.com/livewire/dnc-targets-chris-christie-as-he-begins-term-as-chairman-of-republican-governors-association,124
"Warren Responds To Third Way Attack, Defends Social Security Stance",http://talkingpointsmemo.com/livewire/warren-responds-to-third-way-attack-defends-social-security-stance,8926
Obama: Congress Should Approve Aid Package For Ukrainians,http://talkingpointsmemo.com/livewire/obama-ukrainian-aid-packages,110
Paramedic At Texas Plant Blast Sentenced To 21 Months In Prison,http://talkingpointsmemo.com/livewire/paramedic-at-texas-plant-blast-sentenced-to-21-months-in-prison,544
Palin Hopes Bashir's 'Unprovoked' Attack Won't Stop People From Starting A Business,http://talkingpointsmemo.com/livewire/palin-hopes-bashir-s-unprovoked-won-t-stop-people-from-starting-a-business,380
GOP Rep: The Reality Is 'Some Americans' Lives Have Gotten Better' With Obamacare,http://talkingpointsmemo.com/livewire/gop-rep-the-reality-is-some-americans-lives-have-gotten-better-with-obamacare,55
Bill Clinton's Presidential Doodles Reportedly Leaked Online,http://talkingpointsmemo.com/livewire/bill-clinton-s-presidential-doodles-reportedly-leaked-online,1425
Kentucky Guv: Analysts Said State 'Couldn't Afford' Not To Expand Medicaid,http://talkingpointsmemo.com/livewire/kentucky-guv-analysts-said-state-couldn-t-afford-not-to-expand-medicaid,14
Another Problem For HealthCare.gov: Medicaid Enrollment,http://talkingpointsmemo.com/livewire/healthcaregov-medicaid-enrollment-problems,48
McDonnell Says Investigation Has Been ‘Heartbreaking And Humbling’,http://talkingpointsmemo.com/livewire/mcdonnell-says-investigation-has-been-heartbreaking-and-humbling,21
GOP Reps Learn How Not To Gaffe When Taking On Women Opponents,http://talkingpointsmemo.com/livewire/gop-reps-learn-how-not-to-gaffe-when-taking-on-women-opponents,213
Federal Railroad Administration Bolsters Safeguards On Train Speed After Crash,http://talkingpointsmemo.com/livewire/federal-railroad-administration-bolsters-safeguards-on-train-speed-after-crash,21
"Economy Adds 203,000 Jobs In November, Unemployment Falls To 7 Percent",http://talkingpointsmemo.com/livewire/economy-adds-203-000-jobs-in-november-unemployment-dips,7
Pelosi Says It's 'A Little Late' For GOP To Correct Its Women Problems,http://talkingpointsmemo.com/livewire/pelosi-says-it-s-a-little-late-for-gop-to-correct-its-women-problems,20
Report: GOP Rep. Trying To Convince Party Not To Back Gay Candidates,http://talkingpointsmemo.com/livewire/report-gop-rep-trying-to-convince-party-not-to-back-gay-candidates,19
Ready to Cut and Paste on Day One?,http://talkingpointsmemo.com/livewire/report-bill-de-blasio-to-name-bratton-nypd-commissioner,19
Member of Sen. Enzi's Finance Team Convicted Of Securities Fraud,http://talkingpointsmemo.com/livewire/member-of-sen-enzi-s-finance-team-convicted-of-securities-fraud,11
Rob Ford Denies Trying To Buy Crack Video,http://talkingpointsmemo.com/livewire/rob-ford-denies-trying-to-buy-crack-video,153
George W. Bush: Mandela Was Force 'For Freedom And Equality',http://talkingpointsmemo.com/livewire/george-w-bush-mandela-was-force-for-freedom-and-equality,453
Obama: Republicans Must Be Embarrassed For Having Done So Little,http://talkingpointsmemo.com/livewire/obama-republicans-must-be-embarrassed-with-having-done-so-little,1470
Cruz Still Thinks GOP Can Repeal Obamacare In 2015: 'Every Single Word' (VIDEO),http://talkingpointsmemo.com/livewire/cruz-interview-obamacare,1777
Rick Warren: Contraception Mandate Like Making A Jewish Deli Sell Pork,http://talkingpointsmemo.com/livewire/rick-warren-contraception-mandate-like-making-a-jewish-deli-sell-pork,1102
Florida 'Stand Your Ground' Lawmaker Sued After His Dog Bites Man,http://talkingpointsmemo.com/livewire/florida-legislator-sued-after-his-dog-bites-man,21
John Boehner: Republicans Should Be More Sensitive To Women,http://talkingpointsmemo.com/livewire/john-boehner-republicans-should-be-more-sensitive-to-women,33
Former GOP House Leader: God Wrote The Constitution (VIDEO),http://talkingpointsmemo.com/livewire/delay-god-wrote-constitution,2400
Gun Control Groups Release Chilling Ad For Newtown Anniversary,http://talkingpointsmemo.com/livewire/pro-gun-control-groups-release-dramatic-newtown-anniversary-ad,224
Progressive Group Hits More Dems Over Anti-Warren Op-Ed,http://talkingpointsmemo.com/muckraker/img-src-http-talkingpointsmemo-com-images-thad-cochran-muck-jpg-vspace-5-hspace-5-align-left-dhs-flouts-experts-evaluations-awards-mississippi-with-spot-on-shortlist,235
GOP Uses 'Goodfellas' To Attack House Candidate Who Wrote Letter On Behalf Of Alleged Mobster,http://talkingpointsmemo.com/livewire/gop-uses-goodfellas-to-attack-house-candidate-who-wrote-letter-on-behalf-of-alleged-mobster,19
Obama To Attend National Christmas Tree Lighting,http://talkingpointsmemo.com/livewire/obama-to-attend-national-christmas-tree-lighting,10
Krugman: Obama 'Finally Sounding Like The Progressive' Supporters Backed In '08,http://talkingpointsmemo.com/livewire/krugman-obama-finally-sounding-like-the-progressive-supporters-backed-in-08,1205
Sen. Cruz: Senat Nuclear Triggered Option To Distract From Obamacare,http://talkingpointsmemo.com/livewire/sen-cruz-nuclear-option-triggered-to-distract-from-obamacare-and-pack-circuit-court,10
Paul: We Should Drill In 'Every Possible Conceivable Place' To Supply Europe During Ukraine Crisis,http://talkingpointsmemo.com/livewire/rand-paul-drilling-ukraine,500
Report: Glitch On HealthCare.gov's Back-End Is Improving,http://talkingpointsmemo.com/livewire/healthcaregov-834-fix,1597
WATCH LIVE: Obama Speaks At National Christmas Tree Lighting Ceremony,http://talkingpointsmemo.com/livewire/watch-live-obama-speaks-at-national-christmas-tree-lighting-ceremony,260
Giffords Starts New PAC To Boost Senators Who Support Gun Control,http://talkingpointsmemo.com/livewire/giffords-starts-new-pac-to-boost-pro-gun-control-senators,69
King Slams Rand Paul: Can't Allow 'Isolationists' To Take Over GOP (VIDEO),http://talkingpointsmemo.com/livewire/king-rand-paul-russia-isolationist,666
White House Confirms Obama Had Met His Uncle,http://talkingpointsmemo.com/livewire/wh-confirms-obama-met-his-uncle,257
Next Issue Of The New Yorker Will Feature Special Mandela Cover,http://talkingpointsmemo.com/livewire/next-issue-of-the-new-yorker-will-feature-special-mandela-cover,323
McCain Thinks Christie Can Still Pull Off A 2016 Win,http://talkingpointsmemo.com/livewire/mccain-thinks-christie-can-still-pull-off-a-2016-win,13
Ex-Chaffetz Staffer Accused Of Lying About War Injuries To Get VA Benefits,http://talkingpointsmemo.com/livewire/ex-chaffetz-staffer-accused-of-lying-about-war-injuries-to-get-va-benefits,1581
GOP Rep. Broun Dings Kingston: 'I Don't Want To Fix Obamacare',http://talkingpointsmemo.com/livewire/gop-rep-broun-dings-kingston-i-don-t-want-to-fix-obamacare,1157
Rand Paul: Signing Up For Obamacare Put Me In A 'Bad Mood',http://talkingpointsmemo.com/livewire/rand-paul-signing-up-for-obamacare-put-me-in-a-bad-mood,84
Rick Perry Has A Problem With Ted Nugent Calling Obama A 'Mongrel',http://talkingpointsmemo.com/livewire/rick-perry-ted-nugent-greg-abbott-obama,4629
Pelosi: No Budget Deal Without Unemployment Benefits Extension (UPDATED),http://talkingpointsmemo.com/livewire/pelosi-no-budget-deal-without-unemployment-benefits-extension,365
McCain: Hillary Clinton Would Be President If Election Were Tomorrow,http://talkingpointsmemo.com/livewire/mccain_hillary_clinton_president,114
Obama Tells Dems To Make Midterm Races 'Sexy',http://talkingpointsmemo.com/livewire/obama_democrats_midterm_elections_arent_sexy,37
Santorum: Fight Against Obamacare Like Fight Against Apartheid,http://talkingpointsmemo.com/livewire/rick-santorum-nelson-mandela-obamacare-apartheid,3747
Patriot Act Author: James Clapper Should Be Prosecuted.,http://talkingpointsmemo.com/livewire/patriot-act-author-james-clapper-should-be-prosecuted,1224
Obama To Deliver Statement On Mandela At 5:20pm ET,http://talkingpointsmemo.com/edblog/mccain-s-memos,41
GOP Sen. Cochran To Seek Re-election,http://talkingpointsmemo.com/livewire/sen-cochran-to-seek-reelection,11
Mother Of Victim In Massachusetts Racist Graffiti Case Now 'Strong Suspect',http://talkingpointsmemo.com/livewire/mother-of-victim-in-massachusetts-racist-graffiti-case-now-strong-suspect,1905
Obama On Hillary Vs. Biden: 'Not A Chance I'm Going There',http://talkingpointsmemo.com/livewire/obama-on-hillary-vs-biden-not-a-chance-i-m-going-there,420
Ted Cruz-Signed 'Green Eggs And Ham' Auctions For $1000,http://talkingpointsmemo.com/livewire/ted_cruz_green_eggs_and_ham_auction,11
New GOP Guvs Ad Attacks Medicaid Expansion That GOP Guvs Support,http://talkingpointsmemo.com/livewire/rga-ad-south-carolina-christie,45
Dem Rep.: I've 'Probably' Supported George Bush More Than Obama,http://talkingpointsmemo.com/livewire/rahall-support-bush-obama,1667
Keith Olbermann Really Liked Alec Baldwin's Rant,http://talkingpointsmemo.com/livewire/keith-olbermann-alec-baldwin-new-york-magazine-essay,2712
Frank Luntz Is Going To Be A Sports Analyst Now,http://talkingpointsmemo.com/livewire/frank-luntz-fox-sports-1,1593
Biden Tells China: U.S. Will Not Recognize Air Defense Zone,http://talkingpointsmemo.com/livewire/biden-tells-china-u-s-will-not-recognize-air-defense-zone,18
Politicians Tweet Tributes To Nelson Mandela,http://talkingpointsmemo.com/livewire/politicians-tweet-tributes-to-nelson-mandela,149
Poll: Support For Gun Control Dips,http://talkingpointsmemo.com/livewire/poll-support-for-gun-control-dips,41
McConnell: We Will 'Crush' Tea Party Challengers 'Everywhere',http://talkingpointsmemo.com/livewire/mcconnell-crush-tea-party,3738
Anti-Gay Discrimination Bill Heading To Arizona Governor's Desk,http://talkingpointsmemo.com/livewire/arizona-lgbt-discrimination-bill-house-brewer,3453
Kentucky Advances Concealed-Carry Permits For Domestic Violence Victims,http://talkingpointsmemo.com/livewire/kentucky_advances_concealed_carry_permits_for_domestic_violence_victims,183
Poll Suggests Obamacare Is Still Up For Grabs In 2014 Elections,http://talkingpointsmemo.com/livewire/poll-obamacare-2014-nbc,102
Mitt Romney And Paul Ryan Reunite At Airport,http://talkingpointsmemo.com/livewire/mitt-romney-paul-ryan-airport,986
Porn Charges Dropped Against Ex-Congressman Arrested In Zimbabwe,http://talkingpointsmemo.com/livewire/mel-reynolds-deported-zimbabwe,950
Bushes Will Join Obamas On Flight To South Africa,http://talkingpointsmemo.com/livewire/bushes-will-join-obamas-on-flight-to-south-africa,1541
"Louie Gohmert On Obama's 'Ferns' Bit: Meh, Could Have Been Funnier",http://talkingpointsmemo.com/livewire/louie-gohmert-obama-between-two-ferns-zach-galifianakis,523
Massive Private Contractors' Role In Iraq Documented By New Congressional Report,http://talkingpointsmemo.com/livewire/richard-branson-mandela-tried-to-stop-the-iraq-war,143
Charity Auction Offers Chance To Ride In Arnold Schwarzenegger's… Tank,http://talkingpointsmemo.com/livewire/charity-auction-offers-chance-to-ride-in-arnold-schwarzenegger-s-tank,71
Hillary Clinton On Mandela: We've Lost 'A Giant Among Us',http://talkingpointsmemo.com/livewire/hillary-clinton-on-mandela-we-ve-lost-a-giant-among-us,37
NRA Pays $63K Campaign Finance Fine In Rhode Island,http://talkingpointsmemo.com/livewire/nra-rhode-island-fine,893
"Nets Reportedly Close To Signing Collins, First Openly Gay NBA Player",http://talkingpointsmemo.com/livewire/nets-sign-collins-openly-gay-first,232
"Dolan: Pope Looking To Examine Same-Sex Unions, Didn't Declare Approval",http://talkingpointsmemo.com/livewire/pope-francis-gay-civil-unions,812
Nugent Sort Of Apologizes For Calling Obama A 'Subhuman Mongrel',http://talkingpointsmemo.com/livewire/nugent-apology-obama-subhuman-mongrel--2,3008
Prosecutor Gets Report On Scout Leaders Who Toppled 170 Million Year-Old Rock Formation (VIDEO),http://talkingpointsmemo.com/livewire/report-on-scout-leaders-who-toppled-170-million-year-old-rock-formation-sent-to-prosecutors-video,471
Man Accidentally Shoots Himself Right After Gun Safety Class,http://talkingpointsmemo.com/livewire/man-shoots-self-after-leg-gun-safety-class,3092
South Carolina Sheriff Refuses To Lower Flag For Mandela,http://talkingpointsmemo.com/livewire/south-carolina-sheriff-vows-not-to-lower-flag-for-mandela,30302
Gossip Blogger Remembers Mandela For Inspiring Movie With 'Awards Buzz',http://talkingpointsmemo.com/livewire/gossip-blogger-remembers-mandela-for-inspiring-movie-with-awards-buzz,34
Rand Paul On 2016: 'The Thought Has Crossed My Mind',http://talkingpointsmemo.com/livewire/rand-paul-on-2016-the-thought-has-crossed-my-mind,71
Sen. Mark Kirk Undergoes Surgery To Remove Gall Bladder,http://talkingpointsmemo.com/livewire/sen-mark-kirk-undergoes-surgery-to-remove-gall-bladder,4
"McConnell Quick To Fundraise For Cochran, Clear Shot At Senate Conservatives Fund",http://talkingpointsmemo.com/livewire/mcconnell-fundraising-for-cochran,1050
Limbaugh Uses Mandela's Death To Slam U.S. Civil Rights Leaders,http://talkingpointsmemo.com/livewire/limbaugh-uses-mandela-s-death-to-slam-civil-rights-leaders,4566
WND Polls Readers On Whether Mandela Should Have Been Released From Prison,http://talkingpointsmemo.com/livewire/worldnetdaily-mocks-nelson-mandela,3472
Liz Cheney Wrote Op-Ed In College Opposing Divestment From South Africa,http://talkingpointsmemo.com/livewire/liz-cheney-wrote-op-ed-in-college-opposing-divestment-from-south-africa,889
Rand Paul: Extending Unemployment Benefits Would Be A 'Disservice To These Workers',http://talkingpointsmemo.com/livewire/rand-paul-extending-unemployment-benefits-would-be-a-disservice-to-these-workers,1039
Rep. Schiff Concerned By Amazon Drones (VIDEO),http://talkingpointsmemo.com/livewire/rep-schiff-concerned-by-amazon-drones-video,355
Most Of Utah's Gun Permits Go To People Living In Other States,http://talkingpointsmemo.com/livewire/most-of-utah-s-gun-permits-go-to-people-living-in-other-states,204
